text,to,decision,from,year
"86.38. Consider implementing the recommendations of UNHCR, human rights treaty bodies and special procedures with respect to asylum-seekers and irregular immigrants especially children (Jordan);",australia,consider,Jordan,2011
86.39. Comply with the recommendations of the Committee on the Rights of the Child and the Committee on the Elimination of All Forms of Discrimination against Women concerning the sterilization of women and girls with disabilities (Denmark);,australia,consider,Denmark,2011
"86.39..1 enact national legislation prohibiting the use of non-therapeutic sterilization of children, regardless of whether they have a disability, and of adults with disability without their informed and free consent (United Kingdom);",australia,consider,United Kingdom,2011
86.39..2 repeal all legal provisions allowing sterilization of persons with disabilities without their consent and for non-therapeutic reasons (Belgium);,australia,consider,Belgium,2011
86.39..3 abolish non-therapeutic sterilization of women and girls with disabilities (Germany);,australia,consider,Germany,2011
"86.40. Continue its laudable measures to address the plight of persons with disabilities, in particular through pursuance of the draft National Disability Strategy, and share its experience in this regard (Botswana);",australia,consider,Botswana,2011
86.41. Complete as soon as possible a general framework of measures to ensure equality of chances for people with disabilities (Republic of Moldova);,australia,consider,Republic of Moldova,2011
86.42. Ensure that its efforts to harmonize and consolidate Commonwealth anti-discrimination laws address all prohibited grounds of discrimination and promote substantive equality (United Kingdom);,australia,consider,United Kingdom,2011
86.43. Enact comprehensive equality legislation at the federal level (Pakistan);,australia,consider,Pakistan,2011
86.43..1 grant comprehensive protection to rights of equality and non.discrimination in its federal law (India);,australia,consider,India,2011
86.44. Enact comprehensive legislation which prohibits discrimination on all grounds to ensure the full enjoyment of all human rights by every member of society (South Africa);,australia,consider,South Africa,2011
86.45. Continue its efforts to harmonize and consolidate its domestic legislation against all forms of discrimination on the basis of international standards (Argentina);,australia,consider,Argentina,2011
"86.46. Strengthen the federal legislation to combat discrimination and ensure an effective implementation with a view to a better protection of the rights of vulnerable persons, in particular children, persons in detention and persons with disabilities (Morocco);",australia,consider,Morocco,2011
"86.47. Take firm measures to end discrimination and violence against women, children and people from vulnerable groups so as to enhance a better respect for their dignity and human rights (Viet Nam);",australia,consider,Viet Nam,2011
"86.48. Put an end, in practice and in law, to systematic discrimination on the basis of race in particular against women of certain vulnerable groups (Islamic Republic of Iran);",australia,consider,Islamic Republic of Iran,2011
"86.49. Further ensure that everyone is entitled to equal respect and to a fair participation with full enjoyment of equal rights and opportunities in economic, political, social and cultural developments as incorporated in the laws and plans of action (Cambodia);",australia,consider,Cambodia,2011
"86.50. Take appropriate measures to reduce the development gap and social disparities so as to enhance the full enjoyment of all human rights for all Australian people, especially in the areas of economic, cultural and social rights (Viet Nam);",australia,consider,Viet Nam,2011
86.51. Intensify its efforts to further combat gender discrimination (Norway);,australia,consider,Norway,2011
"86.52. Strengthen the Sex Discrimination Act as indicated in the national report, and consider the adoption of temporary special measures, as recommended by the Committee on the Elimination of All Forms of Discrimination against Women (Israel);",australia,consider,Israel,2011
"86.53. Develop and implement policies to ensure gender equality throughout society and strengthen the promotion and protection of the rights of women, especially women from indigenous communities (South Africa);",australia,consider,South Africa,2011
"86.54. Persist in its efforts in order to redress remaining gender inequalities, in particular with regard to the employment of women in the private sector (Japan);",australia,consider,Japan,2011
86.55. Adopt targets of 40 per cent representation of women on public and private sector boards (Norway);,australia,consider,Norway,2011
"86.56. Remain steadfast in pursuing its policies towards gender equality, in particular through its Fair Work Act (Botswana);",australia,consider,Botswana,2011
"86.57. Further strengthen its efforts to promote equality, non-discrimination and tolerance through the monitoring of racially motivated violence and inclusion of human rights education in school and university curriculum (Thailand);",australia,consider,Thailand,2011
"86.58. Step up measures, such as human rights education in schools, so as to promote a more tolerant and inclusive society (Japan);",australia,consider,Japan,2011
"86.59. Strengthen further the measures to combat discrimination against minority communities, including Muslim communities in Australia (Algeria);",australia,consider,Algeria,2011
"86.60. Take measures towards ensuring the equal and the full enjoyment of the basic rights of all its citizens including persons belonging to indigenous communities, and to effectively prevent and, if necessary, combat racial discrimination (Sweden);",australia,consider,Sweden,2011
