"","Asylum.seekers...refugees","CP.rights...general","Civil.society","Corruption","Counter.terrorism","Death.penalty","Detention","Development","Disabilities","ESC.rights...general","Elections","Enforced.disappearances","Environment","Extrajudicial.executions","Freedom.of.association.and.peaceful.assembly","Freedom.of.movement","Freedom.of.opinion.and.expression","Freedom.of.religion.and.belief","Freedom.of.the.press","General","HIV...Aids","Human.rights.defenders","Human.rights.education.and.training","Human.rights.violations.by.state.agents","Impunity","Indigenous.peoples","Internally.displaced.persons","International.humanitarian.law","International.instruments","Justice","Labour","Migrants","Minorities","NHRI","National.plan.of.action","Other","Poverty","Public.security","Racial.discrimination","Right.to.education","Right.to.food","Right.to.health","Right.to.housing","Right.to.land","Right.to.water","Rights.of.the.Child","Sexual.Orientation.and.Gender.Identity","Special.procedures","Technical.assistance.and.cooperation","Torture.and.other.CID.treatment","Trafficking","Treaty.bodies","UPR.process","Women.s.rights"
"ECU",0.0415335463258786,0.00770416024653313,0.0012970168612192,0,0.0130718954248366,0.0110981308411215,0.0105092966855295,0.00421940928270042,0.0227963525835866,0.0207253886010363,0.00423728813559322,0.019680196801968,0.0129032258064516,0.00413223140495868,0,0.00980392156862745,0,0.00546448087431694,0.00102986611740474,0.00785854616895874,0.00425531914893617,0,0.00398406374501992,0.0158450704225352,0.0134770889487871,0.0231607629427793,0.0185185185185185,0.0142857142857143,0.017260929822351,0.00672268907563025,0.0325392213829169,0.0398809523809524,0.0103567318757192,0.00651701665459812,0.00351493848857645,0.0105140186915888,0.0136645962732919,0.00398406374501992,0.0152621101526211,0.00827814569536424,0.008,0.00266193433895297,0.0136986301369863,0.0122699386503067,0.0122699386503067,0.0124252185918086,0,0.00728959575878065,0.00106951871657754,0.0104659014179608,0.0100864553314121,0.00433651344319167,0,0.00974630930199226
"EGY",0.00958466453674121,0.00770416024653313,0.00778210116731518,0.00460829493087558,0.0065359477124183,0.00642523364485981,0.00606305578011318,0.019690576652602,0.0182370820668693,0.0276338514680484,0.0127118644067797,0,0.032258064516129,0.00413223140495868,0,0.0196078431372549,0.00328677074774034,0.0185792349726776,0.00102986611740474,0.0510805500982318,0.0212765957446809,0.0016260162601626,0.0292164674634794,0.00528169014084507,0.00269541778975741,0.00544959128065395,0,0.00714285714285714,0.015245054806602,0.00672268907563025,0.0371876815804765,0.0428571428571429,0.00747986191024166,0.0304127443881245,0.0193321616871705,0.044392523364486,0.0211180124223602,0.0199203187250996,0.039814200398142,0.0226269315673289,0.032,0.0195208518189885,0.0136986301369863,0.0368098159509202,0.0552147239263804,0.0145727872373063,0,0.000662690523525514,0.0385026737967914,0.00303848750844024,0.0259365994236311,0.0112749349522984,0.010183299389002,0.0136161674071951
"EST",0,0.0169491525423729,0.00389105058365759,0.00460829493087558,0,0.0122663551401869,0.0125303152789006,0,0.00379939209726444,0,0,0,0,0,0.00280112044817927,0,0.0164338537387017,0,0.0154479917610711,0,0,0.00650406504065041,0.00199203187250996,0.00176056338028169,0.00269541778975741,0.00681198910081744,0,0.0142857142857143,0.0156230313720549,0.0194957983193277,0.000581057524694945,0,0,0.000724112961622013,0.0070298769771529,0.00350467289719626,0.00124223602484472,0,0.0006635700066357,0.00275938189845475,0,0,0,0.00613496932515337,0,0.00368154624942476,0.00328947368421053,0.00132538104705103,0,0.0114787305874409,0.00216138328530259,0.002601908065915,0,0.00343987387129139
"FIN",0.00479233226837061,0.00770416024653313,0.00778210116731518,0,0.0065359477124183,0.0058411214953271,0.000808407437348424,0,0.00759878419452888,0.00345423143350604,0.00423728813559322,0,0.00645161290322581,0.00413223140495868,0.00700280112044818,0,0.00739523418241578,0.00437158469945355,0.00411946446961895,0,0.00425531914893617,0.0113821138211382,0.00464807436918991,0.00352112676056338,0.00808625336927224,0.0217983651226158,0.0123456790123457,0.00714285714285714,0.00566964848179413,0.00739495798319328,0.00348634514816967,0.00178571428571429,0.0212888377445339,0.00506879073135409,0.00351493848857645,0.00700934579439252,0.00496894409937888,0,0.0053085600530856,0.0182119205298013,0.004,0.00709849157054126,0.0045662100456621,0.0245398773006135,0,0.0102776499463108,0.0109649122807018,0.00198807157057654,0.00213903743315508,0.00303848750844024,0.00288184438040346,0.0112749349522984,0,0.00960298122402179
"FRN",0.0255591054313099,0.049306625577812,0.0298313878080415,0.00460829493087558,0.0457516339869281,0.0788551401869159,0.0501212611156023,0.00281293952180028,0.0151975683890578,0.0267702936096718,0.0338983050847458,0.198031980319803,0,0.0537190082644628,0.0560224089635854,0.0490196078431373,0.0599835661462613,0.0251366120218579,0.0679711637487127,0.00392927308447937,0.00425531914893617,0.0487804878048781,0.0139442231075697,0.0387323943661972,0.0889487870619946,0.0177111716621253,0.0185185185185185,0.0285714285714286,0.054176641048255,0.0447058823529412,0.0197559558396281,0.0101190476190476,0.0109321058688147,0.0427226647356988,0.0105448154657293,0.0058411214953271,0.00124223602484472,0.0159362549800797,0.0205706702057067,0.00441501103752759,0.004,0.0124223602484472,0.0182648401826484,0.0306748466257669,0,0.0225494707777266,0.0778508771929825,0.0284956925115971,0.00855614973262032,0.0557056043214045,0.015850144092219,0.0277536860364267,0.00203665987780041,0.027805647126272
"GHA",0.012779552715655,0.00770416024653313,0.00518806744487678,0.00460829493087558,0.0065359477124183,0,0.00565885206143896,0.00281293952180028,0.00835866261398176,0.00431778929188256,0.00847457627118644,0.00738007380073801,0,0.00413223140495868,0.00420168067226891,0,0.00657354149548069,0.00437158469945355,0.00205973223480947,0.00785854616895874,0,0,0.00398406374501992,0.00528169014084507,0.00808625336927224,0.00953678474114441,0.0123456790123457,0.00476190476190476,0.00907143757087061,0.00705882352941176,0.0116211504938989,0.0136904761904762,0.00920598388952819,0.0173787110789283,0.0070298769771529,0.00467289719626168,0.00496894409937888,0.00398406374501992,0.0099535500995355,0.00938189845474614,0.004,0.00532386867790594,0.0091324200913242,0.00613496932515337,0,0.00705629697806412,0,0.00662690523525514,0.00748663101604278,0.00675219446320054,0.00144092219020173,0.0216825672159584,0.00407331975560081,0.00945965314605131
"GMY",0.012779552715655,0.0215716486902928,0.0259403372243839,0.032258064516129,0.0196078431372549,0.0327102803738318,0.028698464025869,0.00140646976090014,0.00683890577507599,0.0172711571675302,0.0127118644067797,0.01230012300123,0.00645161290322581,0.0289256198347107,0.0476190476190476,0,0.0336894001643385,0.019672131147541,0.0411946446961895,0.00392927308447937,0.0170212765957447,0.0276422764227642,0.0192563081009296,0.0387323943661972,0.0485175202156334,0.0177111716621253,0.00617283950617284,0.0142857142857143,0.0157490235605392,0.0252100840336134,0.0156885531667635,0.00238095238095238,0.0126582278481013,0.0238957277335264,0.0105448154657293,0.00934579439252336,0.00124223602484472,0.0159362549800797,0.0099535500995355,0.00551876379690949,0.004,0.00887311446317657,0.0136986301369863,0.0184049079754601,0.0245398773006135,0.0231630618192974,0.0164473684210526,0.0132538104705103,0.00855614973262032,0.0334233625928427,0.0151296829971182,0.0216825672159584,0.0142566191446029,0.0173426974344274
"GRC",0.00319488817891374,0.00154083204930663,0,0,0.0065359477124183,0.00642523364485981,0.00323362974939369,0.00140646976090014,0.00455927051671732,0.000863557858376511,0.00423728813559322,0.002460024600246,0,0.00413223140495868,0.00140056022408964,0.00980392156862745,0.0057518488085456,0.00655737704918033,0.00411946446961895,0.00589390962671906,0.00425531914893617,0.0016260162601626,0.00464807436918991,0,0,0.00953678474114441,0.0185185185185185,0.00714285714285714,0.00302381252362354,0.0026890756302521,0.000581057524694945,0.00119047619047619,0.00632911392405063,0.00651701665459812,0.00175746924428822,0.00350467289719626,0.00372670807453416,0.00398406374501992,0.0059721300597213,0.00386313465783664,0.016,0.000887311446317658,0,0.0122699386503067,0,0.00429513729099555,0.00328947368421053,0.00530152418820411,0,0.00303848750844024,0.00792507204610951,0,0,0.0061631073527304
"GUA",0.00319488817891374,0.00462249614791988,0,0,0,0,0.00242522231204527,0.00140646976090014,0.000759878419452888,0.000863557858376511,0,0.001230012300123,0,0,0,0,0,0,0,0,0,0,0.00332005312084993,0.00352112676056338,0,0.0108991825613079,0,0.00238095238095238,0.00604762504724707,0.00201680672268908,0.0156885531667635,0.0232142857142857,0.00345224395857307,0.00289645184648805,0,0.00233644859813084,0,0,0.0053085600530856,0.000551876379690949,0,0.000887311446317658,0,0,0,0.00184077312471238,0,0.0198807157057654,0.00106951871657754,0.00438892640108035,0.000720461095100865,0.00433651344319167,0.0122199592668024,0.00300988963737996
"HUN",0.0111821086261981,0.0184899845916795,0.0207522697795071,0.00921658986175115,0.0065359477124183,0.0210280373831776,0.0202101859337106,0,0.0197568389057751,0.00604490500863558,0.0127118644067797,0.00492004920049201,0,0.0289256198347107,0.0140056022408964,0.00980392156862745,0.00903861955628595,0.00437158469945355,0.0102986611740474,0,0.0170212765957447,0.0211382113821138,0.0099601593625498,0.0158450704225352,0.0107816711590297,0.0163487738419619,0.0123456790123457,0.019047619047619,0.0160010079375079,0.0174789915966387,0.00639163277164439,0.00238095238095238,0.00920598388952819,0.0181028240405503,0.0123022847100176,0.00934579439252336,0.00248447204968944,0.00398406374501992,0.006635700066357,0.0132450331125828,0.008,0.00354924578527063,0,0.0184049079754601,0.0122699386503067,0.01932811780948,0.00219298245614035,0.0351225977468522,0.00748663101604278,0.0212694125590817,0.00936599423631124,0.01561144839549,0.0610997963340122,0.0106062777698151
